a	N	a.	N_odd	EMPH		x
a	X	a.	X_odd	а	and	
aɣi	N	aɣi.	N_even	девушка	girl	x
āɣi	N	āɣi.	N_even	дочь	daughter	
āɣm	N	āɣm.	N_odd	болезнь	sickness	
aɣt	V	aɣt.	V_odd	верить	believe	
aɣə	N	aɣə.	N_even	девушка	girl	x
ai	V	ai.	V_even	пить	drink	x
aj	V	aj.	V_odd	выпить	drink	x
aj	V	aj.	V_odd	пить	drink	
ajt	V	ajt.	V_odd	пить	drink	x
ākan'	N	ākan'.	N_even	кукла	doll	
ake	N	ake.	N_even	дед	grandfather	x
aki	N	aki.	N_even	дядя	uncle	
akw	N	akw.	N_odd	Один		x
akw	N	akw.	N_odd	ночь	night	x
akw	NUM	akw.//akwa.	NUM_odd	один	one	
akw	N	akw.	N_odd	одинг		x
akw	N	akw.	N_odd	одна	one	x
ākw	N	ākw.//ākwa.	N_odd	тетя	aunt	
akwa	N	akwa.	N_even	один	one	x
akwa	N	akwa.	N_even	тётя	aunt	x
akwaɣ	ADV	akwaɣ.	ADV_even	всегда	always	
akwaiɣ	N	akwaiɣ.	N_odd	каждого		x
akwan=	PREV	akwan.	PREV_even	вместе	together	
akwat	N	akwat.	N_even	вместе	together	x
akwxujplow	NUM	akwxujplow.	NUM_odd	одиннадцать	eleven	
al	N	al.	N_odd	верх	top	
al	V	al.	V_odd	убить	kill	
ala	N	ala.	N_even	верх	top	x
ala	N	ala.	N_even	крыша	roof	
ala	N	ala.	N_even	поверхность	surface	x
ala	X	ala.	X_even	чуть	barely	
alam	X	alam.	X_even	верно	surely	
ali	ADJ	ali.	ADJ_even	южный	southern	
ali	V	ali.	V_even	южный	southern	x
ālim	V	ālim.	V_even	успеть	manage	
aliɕ	N	aliɕ.	N_even	оружие	weapon	
aliɕ	V	aliɕ.	V_even	убить	kill	x
ālmaj	V	almaj.	V_odd	поднимать	lift	
alm	V	alm.	V_odd	поднять	lift	x
alma	V	alma.	V_even	поднять	lift	x
almpal	N	almpal.	N_even	за	behind	x
alpəl	ADJ	alpəl.|alpl.	ADJ_even	утренний	morning	x
ālpəl	N	ālpəl.	N_even	утренний	morning	
alpəl	N	alpəl.|alpl.	N_even	утро	morning	x
am	PRON	am.	PRON_odd	1SG	1SG	
am	N	am.	N_odd	2SG		x
am	N	am.	N_odd	Q		x
aman	N	aman.	N_even	Q		x
āmart	V	āmart.	V_even	зацепить	hook	
aml	V	aml.	V_odd	ASP		x
amman	N	amman.	N_even	Q		x
āmp	N	āmp.	N_odd	собака	dog	
ampar	N	ampar.	N_even	амбар	barn	
an'	V	an'.	V_odd	поцеловать	kiss	
ānas	N	ānas.	N_even	обоз	caravan	
āni	N	āni.	N_even	чашка	cup	
āni	N	āni.	N_even	блюдо	dish	x
āni	N	āni.	N_even	тарелка	plate	x
anja	N	anja.	N_even	Анья		x
anə	N	anə.	N_even	чашка	cup	x
an'	N	an'.	N_odd	Сейчас		x
an'	X	an'.	X_odd	сейчас	now	
an'	N	an'.	N_odd	сестра	sister	x
an'ja	N	an'ja.	N_even	Анеева	Anyeeva	
ān't	N	ān't.	N_odd	рог	horn	
an'ɕar	ADJ	an'ɕar.	ADJ_even	клык	fang	
āpa	N	apa.	N_even	люлька	cradle	
apɣ	N	apɣ.	N_odd	внук	grandson	x
apiɣ	N	apiɣ.|apɣ.	N_even	внук	grandson	
apəɣ	N	apəɣ.|apɣ.	N_even	внук	grandson	x
ar	ADJ	ar.	ADJ_odd	гладкий	smooth	x
āran	N	āran.	N_even	Аран		x
āraɕ	N	āraɕ.	N_even	очаг	hearth	
arɣēn	X	arɣēn.	X_even	зря	in.vain	
ariɣ	ADJ	ariɣ.	ADJ_even	лишний	extra	
ariɣt	V	ariɣt.	V_even	остаться	stay	
ārt	N	ārt.	N_odd	способ	way	
art	V	art.	V_odd	способ	way	x
ārɕin	N	ārɕin.	N_even	аршин	arshin	
ās	N	ās.	N_odd	Обь	Ob	
as	N	as.	N_odd	дырка	hole	
as	N	as.	N_odd	отверстие	hole	x
āɕ	N	āɕ.	N_odd	отец	father	
āse	N	āse.	N_even	отец	father	x
āst	V	āst.	V_odd	закончить	finish	
ast	V	ast.	V_odd	кончить	finish	x
at=	X	at.	X_odd	NEG	NEG	x
at	N	at.	N_odd	запах	smell	
at	NUM	at.	NUM_odd	пять	five	
at	N	at.	N_odd	собирать	gather	x
at	V	at.	V_odd	собирать	gather	
āt'i	X	āt'i.	X_even	NEG.PRED	NEG.PRED	
āt'i	N	āt'i.	N_even	EX		x
āt'i	N	āt'i.	N_even	нет	no	x
āt'im	X	āt'im.	X_even	NEG.EX	NEG.EX	
atint	V	atint.	V_even	нюхать	sniff	
atpan	NUM	atpan.	NUM_even	пятьдесят	fifty	
atər	ADJ	atər.	ADJ_even	ясный	clear	
awi	N	awi.	N_even	дверь	door	x
āwi	N	āwi.	N_even	дверь	door	
axa	X	axa.	X_even	ага	aha	
axtas	N	axtas.	N_even	камень	stone	x
āxwtas	N	āxwtas.	N_even	камень	stone	
āŋkw	N	āŋkw.	N_odd	мать	mother	
aŋkal	N	aŋkal.	N_even	ствол	trunk	x
aŋkwal	N	aŋkwal.	N_even	пень	stump	x
aŋkwal	N	aŋkwal.	N_even	ствол	trunk	x
aŋkwal	N	aŋkwal.	N_even	столб	pole	x
āŋkwal	N	āŋkwal.	N_even	ствол	trunk	x
āŋkwal	N	āŋkwal.	N_even	столб	pole	
āŋkwat	V	āŋkwat.	V_even	взглянуть	glance	
āŋxw	V	āŋxw.	V_odd	снять	take.off	
aɕ	N	aɕ.	N_odd	отец	father	x
āɕ	N	āɕ.	N_odd	отец	father	x
āɕe	N	āɕe.	N_even	отец	father	x
aɕirma	N	aɕirma.	N_odd	холод	cold	
e	X	e.	X_odd	эй	hey	
ē	N	ē.	N_odd	э	hey	x
eɣe	X	eɣe.	X_even	эгей	hey	
ekwa	N	ekwa.	N_even	жена	wife	x
ekwa	N	ekwa.	N_even	женщина	woman	x
ēkwa	N	ēkwa.	N_even	женщина	woman	
el	N	el.	N_odd	далеко	far	x
ēl=	PREV	ēl.//ēla.	PREV_odd	вперед	forward	
ēl	X	ēl.	X_odd	вперед	forward	x
ela	N	ela.	N_even	вперёд	forward	x
ela	N	ela.	N_even	далеко	far	x
ēla	X	ēla.	X_even	вперед	forward	x
ēlal'	ADV	ēlal'.	ADV_even	вперед	forward	
eli	N	eli.	N_even	далеко	far	x
ēli	ADJ	ēli.	ADJ_even	передний	front	
elm	N	elm.	N_odd	EMPH		x
ēlmi	N	ēlmi.	N_even	лезвие	blade	
elmxolas	N	elmxolas.	N_odd	человек	person	x
ēlmxolas	N	ēlmxolas.	N_odd	человек	human	
ēln	ADV	ēln.	ADV_odd	впереди	ahead	
elumxolas	N	elumxolas.	N_even	человек	person	x
ent	N	ent.	N_odd	опоясать	gird	x
ēnt	V	ēnt.	V_odd	опоясать	gird	
ep	N	ep.	N_odd	воздух	air	x
er	N	er.	N_odd	момент	moment	x
er	N	er.	N_odd	надо	is.needed	x
er	V	er.	V_odd	надлежать	be.needed	x
er	V	er.	V_odd	надо	is.needed	x
er	V	er.	V_odd	нуждаться	need	x
ēr	V	ēr.	V_odd	нужно	be.needed	
erɣ	N	erɣ.	N_odd	песня	song	x
erɣ	V	erɣ.	V_odd	петь	sing	x
ēriɣ	N	ēriɣ.|ērɣ.	N_even	песня	song	
ert	N	ert.	N_odd	когда	when	x
ert	N	ert.	N_odd	момент	moment	x
ert	N	ert.	N_odd	раз	time	x
ērt	X	ērt.	X_odd	во.время	during	
ertal	ADJ	ertal.	ADJ_even	неприятный	unpleasant	x
ērtt	N	ērtt.	N_odd	момент	moment	x
erəɣ	N	erəɣ.|erɣ.	N_even	песня	song	x
ērəŋ	ADV	ērəŋ.	ADV_even	вероятно	probably	
ēsərma	N	ēsərma.	N_odd	стыд	shame	
ēt	N	ēt.	N_odd	ночь	night	
ete	N	ete.	N_even	ночь	night	x
eti	V	eti.	V_even	вечер	evening	x
ētim	V	ētim.	V_even	темнеть	get.dark	
eti	V	eti.	V_even	ночью	at.night	x
eti	N	eti.	N_even	ночью	at.night	x
ēti	V	ēti.	V_even	ночь	night	x
ēŋən	N	ēŋən.|ēŋn.	N_odd	подбородок	chin	
eŋkaj	N	eŋkaj.	N_even	слуга	servant	c
i	N	i.	N_odd	ADD		x
i	X	i.	X_odd	и	and	
inar	N	inar.	N_even	седло	saddle	
is	N	is.	N_odd	душа	soul	
is	V	is.	V_odd	приземлиться	land	x
is	V	is.	V_odd	согреться	warm.up	
īs	V	īs.	V_odd	приземлиться	land	
īsnas	N	īsnas.	N_even	окно	window	
isum	ADJ	isum.	ADJ_even	горячий	hot	
isxor	N	isxor.	N_even	тень	shadow	
it	N	it.	N_odd	скорость	speed	
iti	N	iti.	N_even	вечер	evening	x
iti	V	iti.	V_even	вечер	evening	x
īti	ADV	īti.	ADV_even	ночью	at.night	
īti	V	īti.	V_even	вечер	evening	x
iŋ	X	iŋ.	X_odd	ещё	still_yet	
ižwer	N	ižwer.	N_even	зверь	animal	x
iɕwēr	N	iɕwēr.	N_even	зверь	animal	
ja	N	ja.	N_odd	EMPH		x
ja	N	ja.	N_odd	PTCL		x
ja	N	ja.	N_odd	же	isn't.it	x
ja	X	ja.	X_odd	ну	well	
jā	N	jā.	N_odd	река	river	
jaɣ	N	jaɣ.	N_odd	отец	father	
jaɣaɣi	N	jaɣaɣi.	N_odd	сестра	sister	x
jaɣāɣi	N	jaɣāɣi.	N_odd	сестра	sister	x
jaɣpiɣ	N	jaɣpiɣ.	N_even	брат	brother	x
jaj	V	jaj.	V_odd	идти	walk	
jakt	V	jakt.	V_odd	делить	divide	x
jakt	V	jakt.	V_odd	резать	cut	
jal	V	jal.	V_odd	сходить	go.get	
jal	V	jal.	V_odd	сходить	go	x
jal	V	jal.	V_odd	ходить	walk	x
jal	V	jal.	V_odd	шагать	step	x
jala	V	jala.	V_even	ездить	ride	x
jalp	N	jalp.	N_odd	святой	holy	x
jalp	N	jalp.	N_odd	священный	sacred	x
jalpəŋ	ADJ	jalpəŋ.//jalp.	ADJ_even	святой	holy	
jalpəŋ	ADJ	jalpəŋ.|jalpŋ.	ADJ_even	святой	holy	x
jalpəŋ	ADJ	jalpəŋ.|jalpŋ.	ADJ_even	священный	sacred	x
jalt	V	jalt.	V_odd	ожить	come.to.life	
jan	ADJ	jan.	ADJ_odd	большой	big	x
jan	N	jan.	N_odd	большой	big	x
jan	N	jan.	N_odd	река	river	x
janɣ	N	janɣ.	N_odd	большой	big	x
janiɣ	ADJ	janiɣ.	ADJ_even	Большой		x
janiɣ	ADJ	janiɣ.	ADJ_even	большой	big	x
janiɣ	N	janiɣ.	N_even	большой	big	x
janiɣ	V	janiɣ.	V_even	большой	big	x
janit	N	janit.	N_even	величина	size	
janiɣ	ADJ	janiɣ.|janɣ//jan.	ADJ_even	большой	big	
janəɣ	V	janəɣ.|janɣ.	V_even	большой	big	x
jārum	N	jārum|jārm.	N_odd	беда	trouble	
jārmak	N	jārmak.	N_even	шелк	silk	
jārt	V	jart.	V_odd	удерживать	detain	
jarum	N	jarum.	N_even	беда	trouble	x
jas	N	jas.	N_odd	тропа	path	
jassa	X	jassa.	X_even	верно	correct	
jat	N	jat.	N_odd	середина	middle	x
jāŋk	ADJ	jaŋk.	ADJ_odd	белый	white	
jaŋk	N	jaŋk.	N_odd	белый	white	x
jaŋk	N	jaŋk.	N_odd	белый/лёд		x
jāŋk	N	jāŋk.	N_odd	лёд	ice	
jekwar	N	jekwar.	N_even	корень	root	c
jemt	V	jemt.	V_odd	случаться	happen	x
jemt	V	jemt.	V_odd	стать	become	x
jēmt	V	jēmt.	V_odd	стать	become	
ji	V	ji.	V_odd	войти	enter	x
ji	V	ji.	V_odd	идти	walk	
ji	V	ji.	V_odd	прийти	come	x
jī	V	jī.	V_odd	идти	walk	x
jik	N	jik.	N_odd	валежник	windfall	c
jīkw	V	jīkw.	V_odd	танцевать	dance	
jil'pi	ADJ	jil'pi.	ADJ_even	новый	new	
jin	V	jin.	V_odd	кроить	cut	
jipiɣ	N	jipiɣ.|jipɣ	N_even	филин	eagle.owl	
jipəɣ	N	jipəɣ.|jipɣ.	N_even	филин	eagle.owl	x
jir	N	jir.	N_odd	жертва	sacrifice	
jis	ADJ	jis.	ADJ_odd	древний	ancient	
jis	N	jis.	N_odd	древний	ancient	x
jiti	N	jiti.	N_even	ночь	night	x
jiw	N	jiw.	N_odd	Дерево		x
jīw	N	jiw.	N_odd	дерево	tree	
jol=	PREV	jol.//jola.	PREV_odd	вниз	down	
jol	N	jol.	N_odd	внизу	below	x
jol	N	jol.	N_odd	сидение	seat	x
jola	N	jola.	N_even	вниз	down	x
joli	ADJ	joli.	ADJ_even	нижний	lower	
joln	X	joln.	X_odd	внизу	below	
jom	V	jom.	V_odd	идти	go	x
jōm	V	jōm.	V_odd	идти	go	x
jōm	V	jōm.	V_odd	шагать	step	
jomas	ADJ	jomas.	ADJ_even	Хороший		x
jomas	ADJ	jomas.	ADJ_even	хороший	good	
jomas	N	jomas.	N_even	хорошо	well	x
jomaɕ	N	jomaɕ.	N_even	хорошо	well	x
jomaɕakwe	ADV	jomaɕakwe.//jomaɕakw.//jomɕakw.	ADV_even	хорошо	well	
jomɕakw	N	jomɕakw.	N_even	хорошенько	thoroughly	x
jonɣ	V	jonɣ.	V_odd	играть	play	
jōnɣ	V	jōnɣ.	V_odd	играть	play	x
jōnɣəŋt	V	jōnɣəŋt.|jōnɣŋt.	V_even	наигрывать	play	x
jor	V	jor.	V_odd	медленность	slowness	x
jōr	N	jōr.	N_odd	сила	strength	
jorɣ	V	jorɣ.	V_odd	строгать	plane	
jōrn	N	jōrn.	N_odd	ненец	Nenets	
jos	N	jos.//josa.	N_odd	лыжа	ski	
jos	N	jos.	N_odd	сокол	falcon	c
jos	V	jos.	V_odd	мокнуть	get.wet	
josa	N	josa.	N_even	лыжи	skis	x
jot	X	jot.	X_odd	COM	COM	
jotəl	X	jotəl	X_even	затем	then	
jowt	N	jowt.	N_odd	лук	bow	x
jowt	N	jowt.	N_odd	стрела	arrow	x
jowt	V	jowt.	V_odd	покупать	buy	
jōwt	V	jōwt.	V_odd	лук	bow	
jox	V	jox.	V_odd	вращаться	rotate	x
joxt	V	joxt.	V_odd	идти	go	x
joxt	V	joxt.	V_odd	прийти	come	
joxt	V	joxt.	V_odd	ходить	walk	x
joxte	V	joxte.	V_even	прийти	come	x
joŋx	V	joŋx.	V_odd	вращаться	rotate	x
joŋx	V	joŋx.	V_odd	кружиться	spin	x
jōŋx	V	jōŋx.	V_odd	кружиться	spin	
jóxt	V	jóxt.	V_odd	прийти	come	x
jóŋx	V	jóŋx.	V_odd	кружиться	spin	x
ju	N	ju.	N_odd	зад	back	x
ju	V	ju.	V_odd	идти	go	x
jui	N	jui.	N_even	внутрь	inside	x
jui	N	jui.	N_even	зад	back	x
jui	N	jui.	N_even	назад	back	x
jui	N	jui.	N_even	сзади	behind	x
juj	N	juj.	N_odd	зад	back	
juji	N	juji.	N_even	зад	back	x
juji	ADJ	juji.	ADJ_even	задний	back	
jun	ADV	jun.	ADV_odd	дома	at.home	
jun	V	jun.	V_odd	дома	at.home	x
jūnt	V	jūnt.	V_odd	шить	sew	
junt	N	junt.	N_odd	шить	sew	x
jūniɣt	V	jūniɣt.	V_even	ударить	hit	
jūpk	N	jūpk.//jūpka	N_odd	юбка	skirt	
jurt	N	jurt.	N_odd	друг	friend	
jurɕ	V	jurɕ.	V_odd	подружить	befriend	x
jurɕxat	V	jurɕxat.	V_even	присоединиться	join	
juw	N	juw.	N_odd	3SG		x
juw	N	juw.	N_odd	Внутрь		x
juw=	PREV	juw.	PREV_odd	внутрь	inside	
juw	N	juw.	N_odd	мука	flour	x
juw	N	juw.	N_odd	назад	back	x
juw	N	juw.	N_odd	сторону		x
juw	ADV	juw.	ADV_odd	домой	home	
juw	V	juw.	V_odd	идти	go	x
juwlè	N	juwlè.	N_odd	назад	back	x
kaj	V	kaj.	V_odd	баловаться	play.around	c
kaj	N	kaj.	N_odd	эй	hey	x
kakər	N	kakər.|kakr.	N_even	торс	torso	
kālaɕ	N	kālaɕ.	N_odd	калач	kalach	
kaltaɕ	N	kaltaɕ.	N_even	Калтащ	Kaltash	
kal'	N	kal'.	N_odd	самка	female	c
kan	V	kan.	V_odd	зло	evil	x
kan	N	kan.	N_odd	место	place	
kan	N	kan.	N_odd	площадь	square	x
kant	N	kant.	N_odd	зло	evil	x
kant	V	kant.	V_odd	зло	evil	x
kant	N	kant.	N_odd	злость	anger	
kan'ɕ	V	kan'ɕ.	V_odd	сохнуть	dry	x
kapaj	ADJ	kapaj.	ADJ_even	великий	great	x
kapjan	N	kapjan.	N_even	капьян	kapyan	x
kapərt	V	kapərt.	V_even	дурачиться	fool.around	
karek	N	karek.	N_even	грех	sin	
karəs	ADJ	karəs.|kars.	ADJ_odd	высокий	tall	
kars	N	kars.	N_odd	высокий	tall	x
kārt	V	kārt.	V_odd	сосредоточить	concentrate	
kārta	N	kārta.	N_even	ограда	fence	
kās	N	kās.	N_odd	радость	joy	
kas	N	kas.	N_odd	соревнование	competition	
kas	V	kas.	V_odd	состязаться	compete	
kasaj	N	kasaj.	N_even	нож	knife	
kāsal	V	kāsal.	V_even	заметить	notice	
kasal	V	kasal.	V_even	замечать	notice	x
kāsew	N	kasew.	N_even	плотва	roach	
kastak	N	kastak.	N_even	стол	table	c
kastəl	X	kastəl.	X_even	для	for	
kāsum	N	kāsum.	N_even	Казым	Kazym	
kasər	V	kasər.|kasr.	V_even	карты	cards	
kāsəŋ	ADJ	kasəŋ	ADJ_even	каждый	every	
kat	N	kat.	N_odd	рука	hand	x
kat	N	kat.	N_odd	руки	hands	x
kāt	N	kāt.	N_odd	рука	hand	
kat'i	N	kat'i.	N_even	кошка	cat	
ke	N	ke.	N_odd	3SG		x
ke	X	ke.	X_odd	COND	COND	
ke	N	ke.	N_odd	если	if	x
kēl	V	kēl.	V_odd	красить	paint	
kēliɣ	N	kēliɣ.|kēlɣ.	N_even	болото	swamp	
kelp	N	kēlp.//kēlup	N_odd	кровь	blood	
kēləɣ	N	kēləɣ.|kēlɣ.	N_even	болото	swamp	x
kem	X	kem.//kēm	X_odd	APPR	APPR	x
kēm	N	kēm.	N_odd	количество	quantity	
kem	N	kem.	N_odd	манера	manner	x
kem	N	kem.	N_odd	энергия/APPR		x
kēm	N	kēm.	N_odd	APPR		x
kēnt	N	kēnt.	N_odd	шапка	hat	
kēn'ɕaml	V	ken'ɕaml.	V_even	пробуждаться	awaken	
kēr	N	kēr.	N_odd	железо	iron	
kēr	V	ker.	V_odd	запрягать	harness	
ker	V	ker.	V_odd	запрячь	harness	x
kēr	N	kēr.	N_odd	железо	iron	x
kēras	N	keras.	N_even	скала	cliff	
ket	V	ket.	V_odd	послать	send	x
kēt	V	kēt.	V_odd	послать	send	
keŋən	N	keŋən.|keŋn.	N_even	пуговица	button	c
kins	V	kins.|kis.	V_odd	искать	search	
kins	V	kins.	V_odd	отыскивать	search	x
kirtəx	N	kirtəx.|kirtx.	N_even	Киртых		c
kis	V	kis.	V_odd	искать	search	x
kis	V	kis.//kisɣ.	V_odd	свистеть	whistle	
kis	N	kis.	N_odd	обруч	hoop	
kisɣ	N	kisɣ.	N_odd	свистеть	whistle	x
kislakw	N	kislakw.	N_even	кругом	around	x
kismaj	V	kismaj.	V_even	рыть	dig	x
kit	NUM	kit.//kitiɣ	NUM_odd	два	two	
kit	N	kit.	N_odd	две	two	x
kit	V	kit.	V_odd	спросить	ask	x
kitɣ	V	kitɣ.	V_odd	два	two	x
kitiɣl	V	kitiɣl.	V_even	спрашивать	ask	
kitt	N	kitt.	N_odd	два	two	x
kitxujplow	V	kitxujplow.	V_odd	двенадцать	twelve	x
kitxujplow	NUM	kitxujplow.	NUM_odd	двенадцать	twelve	
kitəɣ	V	kitəɣ.|kitɣ.	V_even	два	two	x
kitəɣl	V	kitəɣl.|kitɣl.	V_even	спрашивать	ask	x
kitəntiɣ	N	kitəntiɣ.	N_odd	вторично	secondary	x
kiw	N	kiw.	N_odd	камень	stone	x
kiwer	N	kiwer.	N_even	нутро	insides	x
kīwt	V	kīwt.	V_odd	точить	sharpen	
kīwər	N	kīwər.|kīwr.	N_even	внутренность	inside	
kojup	N	kojup.//kojp.	N_even	бубен	tambourine	
kol	N	kol.	N_odd	дом	house	
kolas	N	kolas.	N_even	мука	flour	
kolkan	N	kolkan.	N_even	пол	floor	
kon=	PREV	kon.//kona.	PREV_odd	наружу	outside	
kon	ADV	kon.//kona.	ADV_odd	cнаружи	outside	
kona	N	kona.	N_even	наружу	outside	x
kona	N	kona.	N_even	снаружи	outside	x
koni	ADJ	koni.	ADJ_even	наружний	outer	
kons	N	kons.//kos.	N_odd	коготь	claw	
kons	V	kons.	V_odd	царапать	scratch	
kos	N	kos.	N_odd	CONC	CONC	
kos	N	kos.	N_odd	вместе	together	x
kos	N	kos.	N_odd	коготь	claw	x
kos	N	kos.	N_odd	хоть	at.least	x
kot	N	kot.	N_odd	кисы	deer.skin.shoes	
kot'il'	N	kot'il'.//kot'l'	N_even	середина	middle	
kotli	N	kotli.	N_even	середина	middle	x
kotərt	V	kotərt.	V_even	жечь	burn	
kūɕaj	N	kūɕaj.	N_even	хозяин	master	
koɕaj	V	koɕaj.	V_even	хозяин	host	x
kukkuk	N	kukkuk.	N_even	кукушка	cuckoo	
kul'	N	kul'.	N_odd	черт	demon	
kūn'ar	N	kūn'ar.	N_even	несчастный	poor	
kupn	ADJ	kupn.	ADJ_odd	лёгкий	light	x
kūpn'it	ADJ	kūpn'it.	ADJ_even	легкий	easy	
kur	N	kur.	N_odd	печка	stove	x
kūr	N	kūr.	N_odd	печь	oven	
kuraɕ	N	kuraɕ.	N_even	веник	broom	c
kurɣ	V	kurɣ.	V_odd	греметь	thunder	
kus	V	kus.	V_odd	хотеть	want	
kūsnitsa	N	kūsnitsa.	N_odd	кузница	smithy	
kūt'uw	N	kūt'uw.|kūt'w.	N_even	собака	dog	
kut'uw	N	kut'uw.	N_even	хозяин	host	x
kwal	V	kwal.	V_odd	вставать	get.up	x
kwal	V	kwal.	V_odd	встать	stand	x
kwal	V	kwal.	V_odd	выйти	go.out	x
kwāl	V	kwāl.	V_odd	встать	stand	
kwalɣ	V	kwalɣ.	V_odd	сказать	say	x
kwāliɣ	N	kwāliɣ.|kwālɣ	N_even	верёвка	rope	
kwaləɣ	N	kwaləɣ.|kwalɣ.	N_even	верёвка	rope	x
xār	N	xār.	N_odd	самец.оленя	reindeer.bull	
kys	V	kys.	V_even	хотеть	want	x
l	V	l.	V_even	стрелять	shoot	x
laɣl	N	laɣl.	N_odd	ноги	legs	x
laɣəl	N	laɣəl.|laɣl.	N_even	ноги	legs	x
lāɣəl	N	lāɣəl.|lāɣl.	N_even	нога	leg	
laj	V	laj.	V_odd	бросить	throw	x
laj	V	laj.	V_odd	стрелять	shoot	x
lakkwa=	PREV	lakkwa.	PREV_even	врозь	apart	
lakw	V	lakw.	V_odd	подкрадываться	sneak.up	
lākw	V	lākw.	V_odd	обойти.кругом	circle.around	
lākw	N	lākw.	N_odd	обод	rim	
lap	V	lap.	V_odd	взлететь	take.off	
lap=	PREV	lap.	PREV_odd	закрыть	close	
lāpl	V	lāpl.	V_odd	обмануть	deceive	
laps	V	laps.	V_odd	взлететь	take.off	x
lapsa	V	lapsa.	V_even	подниматься	rise	x
lar	V	lar.	V_odd	крутиться	turn	x
laraɕ	N	laraɕ.	N_even	ларец	chest	
lat	N	lat.	N_odd	манера	manner	
lātəŋ	N	lātəŋ.|lātŋ.	N_even	слово	word	
law	V	law.	V_odd	Говорить		x
law	V	law.	V_odd	верёвка	rope	x
law	V	law.	V_odd	говорить	speak	x
law	V	law.	V_odd	сказать	say	x
law	N	law.	N_odd	ненависть	hatred	x
lāw	V	lāw.	V_odd	сказать	say	
lawlt	V	lawlt.	V_odd	говорить	speak	x
laws	V	laws.	V_odd	говорить	speak	x
laws	N	laws.	N_odd	обещание	promise	x
lāɕ	N	lāɕ.	N_odd	медленно	slowly	x
lāɕal	ADJ	lāɕal.//lāɕ	ADJ_even	медленный	slow	
lāɕal	N	lāɕal.	N_even	медленно	slowly	x
lāɕiɣl	V	lāɕiɣl.	V_even	выслеживать	track.down	
lēkkar	N	lēkkar.	N_even	лекарь	healer	
lep	V	lep.	V_odd	покрыть	cover	x
lep	N	lep.	N_odd	покрыть	cover	x
lew	V	lew.	V_odd	вытащить	pull.out	x
lēw	N	lēw.	N_odd	лев	lion	x
lēwat	V	lēwat.	V_even	поднять	lift	
leŋn	N	leŋn.	N_odd	белка	squirrel	x
leŋxn	N	leŋxn.	N_odd	белка	squirrel	x
leŋxən	N	leŋxən.|leŋxn.	N_even	белка	squirrel	x
lēŋən	N	lēŋən.|lēŋn.	N_even	белка	squirrel	
li	V	li.|laj.	V_odd	бросать	throw	
li	V	li.	V_odd	бросить	throw	x
lil	N	lil.	N_odd	дыхание	breath	x
lil	V	lil.	V_odd	дыхание	breath	x
lili	N	lili.	N_even	дыхание	breath	
lili	N	lili.	N_even	жизнь	life	x
lolta	N	lolta.	N_even	заплата		c
lomɣ	V	lomɣ.	V_odd	ворчать	grumble	
lomij	V	lomij.	V_even	ползти	crawl	c
lōmt	N	lomt.	N_odd	кусок	piece	
lōŋxit	V	lōŋxit.	V_even	бить	hit	
lopi	N	lopi.	N_even	коряга	snag	c
lōps	N	lōps.	N_odd	страница	page	
lopəl	N	lopəl.|lopl.	N_even	на	on	c
los	N	los.	N_odd	искра	spark	
