a	N	a.	N_odd	EMPH		x
lot	N	lot.	N_odd	ценность	value	c
low	N	low.	N_odd	десять	ten	
lōwaɕ	N	lōwaɕ.	N_even	скамья	bench	
lowin't	V	lowin't.	V_even	читать	read	
lowt	V	lowt.	V_odd	мыть	wash	
lōx	N	lōx.	N_odd	залив	bay	
lōx	V	lōx.	V_odd	стучать	knock	
loŋ	V	loŋ.	V_odd	кричать	shout	x
loŋi	N	loŋi.	N_even	собака	dog	x
loŋx	N	loŋx.	N_odd	дорога	road	x
l'ōŋx	N	l'ōŋx.//l'ōx	N_odd	дорога	road	
loŋxal'ɕap	N	loŋxal'ɕap.	N_odd	колокольчик	bell	x
lōŋxan'ɕap	N	lōŋxan'ɕap.	N_odd	колокольчик	bell	
loŋxit	V	loŋxit.	V_even	заболевать	fall.ill	x
lōŋxit	V	lōŋxit.	V_even	бить	hit	x
loɕ	N	loɕ.	N_odd	перепел	quail	
lū	N	lū.	N_odd	кость	bone	x
lui	N	lui.	N_even	север	north	x
lujɣ	V	lujɣ.	V_odd	щебетать	chirp	
luji	N	luji.	N_even	север	north	
luli	N	luli.	N_even	гагара	loon	x
lūli	N	lūli.	N_even	гагарка	loon	
lum	N	lum.	N_odd	жар	heat	
lunt	N	lunt.	N_odd	гусь	goose	
lūpta	N	lūpta.	N_even	лист	leaf	
luw	N	luw.	N_odd	кость	bone	
luw	N	luw.	N_odd	лошадь	horse	
lyw	N	lyw.	N_even	лошадь	horse	x
ləɣ	N	ləɣ.	N_odd	DISC		x
ləɣt	N	ləɣt.	N_odd	DISC		x
l'aɣ	V	l'aɣ.	V_odd	говорить	speak	x
l'aɣal	V	l'aɣal.	V_even	молвить	utter	
l'al't	X	l'al't.	X_odd	навстречу	towards	
l'ām	N	l'ām.	N_odd	черёмуха	bird.cherry	
l'ap	N	l'ap.	N_odd	близко	close	x
l'apa	ADJ	l'apa.	ADJ_even	близкий	close	
l'āwt	V	l'āwt.	V_odd	ругаться	quarrel	
l'ēw	N	l'ēw.	N_odd	лев	lion	
l'ēŋk	N	l'ēŋk.	N_odd	клин	wedge	
l'ōmwoj	N	l'ōmwoj.//l'ōmuj	N_even	комар	mosquito	
l'ou	N	l'ou.	N_even	лев	lion	x
l'ox	N	l'ox.	N_odd	дорога	road	x
l'oŋx	N	l'oŋx.	N_odd	дорога	road	x
l'ōŋx	V	l'ōŋx.	V_odd	путь	path	x
l'ūl	V	l'ūl.	V_odd	встать	stand	x
l'ūl	V	l'ūl.	V_odd	стоять	stand	x
l'ul	V	l'ul.	V_odd	стоять	stand	x
l'ul'	N	l'ul'.	N_odd	плохо	bad	x
l'ul'	N	l'ul'.	N_odd	стоять	stand	x
l'ul'	ADJ	l'ul'.	ADJ_odd	плохой	bad	x
l'ul'	V	l'ul'.	V_odd	стоять	stand	x
l'ūl'	V	l'ūl'.	V_odd	встать	stand	x
l'ūl'	V	l'ūl'.	V_odd	стоять	stand	
l'ūl'	ADJ	l'ūl'.	ADJ_odd	плохой	bad	
l'ūl'it	N	l'ūl'it.	N_even	высота	height	
l'ul'saŋ	ADV	l'ul'saŋ.	ADV_even	плохо	poorly	
l'ul'səŋ	N	l'ul'səŋ.|l'ul'sŋ.	N_even	плохо	bad	x
l'unɕ'	V	l'unɕ'.	V_odd	плакать	cry	x
l'un's	V	l'un's.	V_odd	Плакать		x
l'un'ɕ	V	l'un'ɕ.	V_odd	плакать	cry	x
l'ūn'ɕ	V	l'ūn'ɕ.	V_odd	плакать	cry	
m	V	m.	V_even	дать	give	x
ma	V	ma.	V_odd	дать	give	x
ma	N	ma.	N_odd	земля	earth	x
mā	N	mā.	N_odd	земля	land	
mā	N	mā.	N_odd	место	place	x
māɣ	N	māɣ.	N_odd	мёд	honey	
maɣum	N	maɣum.	N_even	народ	people	x
māɣəs	X	māɣəs.|māɣs.	X_even	для	for	
maj	N	maj.	N_odd	1PL		x
maj	N	maj.	N_odd	ведь	isn't.it	x
maj	V	maj.	V_odd	дать	give	x
mājt	N	mājt.	N_odd	печень	liver	
māk	N	māk.	N_odd	правда	truth	
mal	N	mal.	N_odd	благосостоятельная	rich	x
mālaɕl	V	mālaɕl.	V_even	щупать	feel	
māltəp	ADJ	maltəp.	ADJ_even	тёплый	warm	
mām	N	mām.	N_odd	земля	earth	x
man	N	man.	N_odd	1PL		x
man	N	man.	N_odd	2SG		x
man	X	man.//aman.//mana.	X_odd	Q	Q	
man	V	man.	V_odd	порвать	tear	x
mān	N	mān.	N_odd	или	or	x
mana	N	mana.	N_even	Q		x
māna	ADJ	māna.	ADJ_even	какой	what.kind	x
manar	V	manar.	V_even	делать.что	do.what	
manax	X	manax.	X_even	сколько	how.much	
maniɣt	V	maniɣt.	V_even	рвать	tear	
manumt	V	manumt.	V_even	рвать	tear	
manr	N	manr.	N_odd	что	what	x
manriɣ	X	manriɣ.	X_even	почему	why	
mānt	N	mānt.	N_odd	лопата	shovel	
manur	N	manur.	N_even	что	what	x
manurəl	X	manurəl.	X_odd	как	how	
manər	PRON	manər.|manr.	PRON_even	что	what	
mān'	ADJ	mān'.	ADJ_odd	маленький	small	
mān'ɕi	N	mān'ɕi.	N_even	манси	Mansi	
mar	N	mar.	N_odd	заужение	narrowing	
marawi	ADJ	marawi.	ADJ_odd	густой	thick	
marl	V	marl.	V_odd	окружить	surround	c
marɕum	ADJ	marɕum.	ADJ_even	скучный	boring	
mas	V	mas.	V_odd	надеть	put.on	
mas	V	mas.	V_odd	одевать	dress	x
mas	V	mas.	V_odd	одеваться	get.dressed	x
mat	X	mat.	X_odd	INDEF	INDEF	
mat	V	mat.	V_odd	стареть	get.old	
matum	ADJ	matum.	ADJ_even	старый	old	
matər	N	matər.|matr.	N_even	INDEF		x
matər	PRON	matər.	PRON_even	что.INDEF	something	
māxar	N	māxar.	N_even	мамонт	mammoth	
maxr	N	maxr.	N_odd	мамонт	mammoth	x
māŋkwla	N	maŋkwla.	N_even	сова	owl	
māɕtər	ADJ	māɕtər.	ADJ_even	искусный	skillful	
mej	N	mej.	N_odd	1DU		x
men	N	men.	N_odd	1DU		x
men	N	men.	N_odd	OBL		x
mēn	PRON	mēn.	PRON_odd	1DU	1DU	
mesɣ	N	mesɣ.	N_odd	извилина	gyrus	x
mēsəɣ	N	mēsəɣ.|mēsɣ.	N_even	извилина	bend	
mēt	N	mēt.	N_odd	зарплата	salary	
meŋki	N	meŋki.	N_even	1DU		x
meŋkw	N	meŋkw.	N_odd	менкв	giant	x
mēŋkw	N	mēŋkw.	N_odd	менкв	giant	
mi	V	mi.|maj.	V_odd	дать	give	
mil	ADJ	mil.	ADJ_odd	глубокий	deep	
min	N	min.	N_odd	идти	go	x
min	N	min.	N_odd	комната	room	x
min	V	min.	V_odd	идти	go	x
min	V	min.	V_odd	пойти	set.off	
mina	V	mina.	V_even	идти	go	x
mine	N	mine.	N_even	идти	go	x
mir	N	mir.	N_odd	мис	Mis	x
mir	N	mir.	N_odd	народ	people	
mir	N	mir.	N_odd	общество	society	x
mirɣ	V	mirɣ.	V_odd	греметь	make.noise	
mis	N	mis.	N_odd	корова	cow	
mis	N	mis.	N_odd	мис	Mis	
mis	N	mis.	N_odd	приведение	ghost	x
mōjt	N	mōjt.	N_odd	сказка	tale	
mol	ADJ	mol.	ADJ_odd	прошлый	past	x
mol	N	mol.	N_odd	прошлый	past	x
mōl	ADJ	mōl.	ADJ_odd	прошлый	past	
mōlal	ADV	molal.	ADV_even	раньше	earlier	
moləŋ	ADJ	moləŋ.|molŋ.	ADJ_even	богатый	rich	x
mol'	N	mol'.	N_odd	скоро	soon	x
mol'	V	mol'.	V_odd	скоро	soon	x
mol'aml	V	mol'aml.	V_even	торопиться	hurry	
mol'ax	N	mol'ax.	N_even	быстро	quickly	x
mol'ax	ADJ	mol'ax.	ADJ_even	быстрый	fast	
mol'ax	V	mol'ax.	V_even	быстрый	fast	x
mol'ɕaŋ	N	mol'ɕaŋ.	N_even	малица	outerwear	
mont	N	mont.	N_odd	недавно	recently	x
mor	ADJ	mor.	ADJ_odd	дряной	shabby	x
mori	X	mori.	X_even	зря	in.vain	
mōrsəŋ	ADJ	mōrsəŋ.	ADJ_even	редкий	rare	
mōrt	V	mōrt.	V_odd	мерять	measure	
mōrtim	ADJ	mōrtim.	ADJ_even	южный	southern	
mos	N	mos.	N_odd	болезнь	sickness	
mos	V	mos.	V_odd	болезнь	sickness	x
mōt	ADJ	mōt.//mōtan.	ADJ_odd	другой	another	
mot	N	mot.	N_odd	другой	another	x
motan	N	motan.	N_even	другой	another	x
mōtan	ADJ	mōtan.	ADJ_even	другой	another	x
moɕ	N	moɕ.	N_odd	Мощ	Mosh	
moɕ	N	moɕ.	N_odd	мало	little	x
moɕ	X	moɕ.	X_odd	немного	little	
moɕ	V	moɕ.	V_odd	мало	little	x
moɕɕa	N	moɕɕa.	N_even	мало	a.little	
moɕne	N	moɕne.	N_even	Мощнэ		x
moɕɕa	N	moɕɕa.	N_even	немного	a.little	x
mūj	N	mūj.	N_odd	гость	guest	
muj	V	muj.	V_odd	гость	guest	x
mujle	N	mujle.	N_even	гость	guest	x
mulɣa	N	mulɣa.	N_even	вокруг	around	x
muli	ADJ	muli.	ADJ_even	мужская.кровать	male.bed	
muli	ADJ	muli.	ADJ_even	передний	front	x
an'mūnt	ADV	an'mūnt.	ADV_odd	недавно	recently	
mūrm	V	mūrm.	V_odd	нырнуть	dive	
mus	N	mus.	N_odd	до	to	
mutra	N	mutra.	N_even	мудрость	wisdom	
muwal	X	muwal.	X_even	вокруг	around	
muwal	V	muwal.	V_even	засмеяться	start.laughing	
mūwal	N	mūwal.	N_even	вокруг	around	x
muwin't	N	muwin't.//mowin't.	N_even	смех	laughter	
muwin't	V	muwin't.//mowin't.	V_even	смеяться	laugh	
muwər	N	muwər|muwr.	N_odd	дубина	club	x
muwəl	N	muwəl.|muwl.	N_even	вокруг	around	x
muwər	N	muwər.|muwr.	N_even	дубина	club	
mūŋi	N	mūŋi.	N_even	яйцо	egg	
məɣəs	N	məɣəs.|məɣs.	N_even	для	for	x
na	N	na.	N_odd	на	on	x
naj	N	naj.	N_odd	барышня	young.lady	
naj	N	naj.	N_odd	огонь	fire	
nak	N	nak.	N_odd	комната	room	
nak	N	nak.	N_odd	случай	incident	
nal	N	nal.	N_odd	рукоятка	handle	c
nal	N	nal.	N_odd	сорок	forty	x
n'āl	N	n'āl.	N_odd	стрела	arrow	
naliman	NUM	naliman.	NUM_odd	сорок	forty	
nam	N	nam.	N_odd	имя	name	
namt	V	namt.	V_odd	думать	think	x
naməl	X	naməl.	X_even	нарочно	on.purpose	
nān	PRON	nān.	PRON_odd	2PL	2PL	
naŋ	PRON	naŋ.	PRON_odd	2SG	2SG	
nān	N	nān.	N_odd	2PL		x
nar	N	nar.	N_odd	толкнуть	push	x
nar	V	nar.	V_odd	толкнуть	push	x
narəŋ	ADJ	narəŋ.|narŋ.	ADJ_even	дерзкий	cheeky	x
nas	N	nas.	N_odd	зря	in.vain	x
nas	N	nas.	N_odd	просто	just	x
nas	N	nas.	N_odd	простой	simple	x
nas	ADJ	nas.	ADJ_odd	простой	simple	
naul	V	naul.	V_even	погнать	chase	x
naŋ	N	naŋ.	N_odd	1SG		x
naŋ	N	naŋ.	N_odd	2SG		x
naŋ	N	naŋ.	N_odd	3SG		x
naŋ	N	naŋ.	N_odd	вниз	down	x
naŋ	N	naŋ.	N_odd	словно	as.if	x
naŋ	N	naŋ.	N_odd	ты	you	x
naŋ	V	naŋ.	V_odd	2SG		x
naŋk	N	naŋk.	N_odd	виднеться	be.seen	x
naŋk	N	naŋk.	N_odd	лиственница	larch	x
nāŋk	V	naŋk.	V_odd	виднеться	be.seen	
nāŋk	N	nāŋk.	N_odd	лиственница	larch	
ne	N	ne.	N_odd	NEG		x
ne	N	ne.	N_odd	женщина	woman	x
ne	V	ne.	V_odd	показаться	appear	x
nē	N	nē.	N_odd	жена	wife	x
nē	N	nē.	N_odd	женщина	woman	
neɣ	V	neɣ.	V_odd	привязать	tie	x
nēɣ	V	nēɣ.	V_odd	привязать	tie	
neɣl	V	neɣl.	V_odd	показаться	appear	x
nēɣl	V	nēɣl.	V_odd	появиться	appear	
nejl	V	nejl.	V_odd	показаться	appear	x
nēlum	N	nēlum.|nēlm.	N_odd	язык	tongue	
nēm	X	nēm.	X_odd	PRON.NEG	PRON.NEG	x
nematr	N	nematr.	N_even	ничего	nothing	x
nematər	N	nematər.	N_odd	ничего	nothing	x
nen	N	nen.	N_odd	2DU		x
nēn	PRON	nēn.	PRON_odd	2DU	2DU	
nensa	N	nensa.	N_even	ненец	Nenets	
nēpak	N	nēpak.	N_even	книга	book	
nepak	N	nepak.	N_even	человек	person	x
nēr	N	nēr.	N_odd	пена	foam	
nom	V	nom.	V_odd	помнить	remember	
nom	V	nom.	V_odd	думать	think	x
noms	V	noms.	V_odd	думать	think	x
nomt	N	nomt.	N_odd	ум	mind	
nop	V	nop.	V_odd	утонуть	drown	
nor	N	nor.	N_odd	бревно	log	
norma	N	norma.	N_even	полка	shelf	
nort	V	nort.	V_odd	стелить	spread.out	
not	N	not.	N_odd	век	century	
not'ja	N	not'ja.	N_even	нодья	slow.log.bonfire	c
notja	N	notja.	N_even	нодья	slow.log.bonfire	x
noutup	N	noutup.	N_odd	шабер		c
now	V	now.	V_odd	трогать	touch	
nōx=	PREV	nōx.|nōŋx.//nōŋxa.	PREV_odd	вверх	up	
nox	N	nox.	N_odd	верх	top	x
nox	N	nox.	N_odd	наверх	up	x
nox	V	nox.	V_odd	окоченеть	stiffen	
noŋx	N	noŋx.	N_odd	Вверх		x
nōŋx	N	nōŋx.	N_odd	вверх	up	x
noŋxa	N	noŋxa.	N_even	наверх	up	x
nuj	V	nuj.	V_odd	сдирать	peel.off	
nuj	N	nuj.	N_odd	сукно	cloth	
nul	N	nul.	N_odd	стремнина	rapid.river.part	
num	N	num.	N_odd	верх	top	
numi	ADJ	numi.	ADJ_even	верхний	upper	
numi	N	numi.	N_even	верхний	upper	x
numə	N	numə.	N_even	верхний	upper	x
numən	ADV	numən.	ADV_even	наверху	up	
nupəl	N	nupəl.|nupl.	N_even	в	in	x
nupəl	N	nupəl.|nupl.	N_even	к	towards	
nur	N	nur.	N_odd	месть	revenge	
nuw	N	nuw.	N_odd	3SG		x
nys	N	nys.	N_even	бедный	poor	x
nusa	ADJ	nusa.	ADJ_odd	бедный	poor	
nysa	N	nysa.	N_odd	бедный	poor	x
n'ājt	N	n'ājt.	N_odd	шаман	shaman	
n'akw	N	n'akw.	N_odd	пыль	dust	
n'akɕ	V	n'akɕ.	V_odd	шлёпать	slap	c
n'al	N	n'al.	N_odd	лук	bow	x
n'al	N	n'al.	N_odd	стрела	arrow	x
n'al	V	n'al.	V_odd	стрела	arrow	x
n'ali	N	n'ali.	N_even	стрела	arrow	x
n'allaŋ	N	n'allaŋ.	N_even	Няльтье		x
n'āl'	N	n'āl'.	N_odd	слопец	trap	
n'al'ɕ	N	n'al'ɕ.	N_odd	слизь	slime	
n'ān'	N	n'ān'.	N_odd	хлеб	bread	
n'ār	ADJ	n'ār.	ADJ_odd	сырой	raw	
n'ār	ADJ	n'ār.	ADJ_odd	голый	naked	
n'ara	N	n'ara.	N_even	нярки	fur.stockings	
n'art	V	n'art.	V_odd	скрести	scratch	
n'aul	V	n'aul.	V_even	догнать	catch.up	x
n'aul	V	n'aul.	V_even	погнать	chase	x
n'aul	V	n'aul.	V_even	прогнать	chase.away	x
n'āwl	V	n'āwl.	V_odd	гнать	chase	
n'awram	V	n'awram.	V_even	идти	go	x
n'awram	N	n'awram.	N_even	ребёнок	child	x
n'āwram	N	n'āwram.	N_even	ребёнок	child	
n'axɕumwol'	N	n'axɕumwol'.	N_odd	Няксимволь	Nyaximvol	
n'axt	V	n'axt.	V_odd	чихать	sneeze	
n'aŋra	ADJ	n'aŋra.	ADJ_even	суровый	harsh	
n'aŋra	N	n'aŋra.	N_even	суровый	harsh	x
n'ēɕe	N	n'ēɕe.	N_even	Неще		x
n'il	N	n'il.	N_odd	четыре	four	x
n'ila	NUM	n'ila.	NUM_even	четыре	four	
n'il'taŋ	N	n'il'taŋ.	N_even	Нильдино	Nildino	
n'ir	N	n'ir.	N_odd	прут	twig	
n'ol	N	n'ol.	N_odd	мыс/нос		x
n'ol	N	n'ol.	N_odd	нос	nose	
n'oliɣt	V	n'oliɣt.	V_even	облизываться	lick	
n'ōr	N	n'ōr.	N_odd	гора	mountain	
n'or	V	n'or.	V_odd	гора	mountain	x
n'or	V	n'or.	V_odd	ползти	crawl	
n'ow	V	n'ow.	V_odd	двинуться	move	
n'owl'	N	n'owl'.	N_odd	мясо	meat	x
n'owəl	N	n'owəl.|n'owl.	N_even	мясо	meat	x
n'ōwəl'	N	n'ōwəl'.|n'ōwl'.	N_even	мясо	meat	
n'oxs	N	n'oxs.	N_odd	соболь	sable	x
n'oxəs	N	n'oxəs.|n'oxs.	N_even	соболь	sable	
n'ūns	V	n'ūns.	V_odd	вытянуться	stretch.out	
n'ūrum	N	n'ūrum.|n'ūrm.	N_odd	олень	deer	
n'usm	N	n'usm.	N_odd	родственник	relative	c
n'uw	V	n'uw.	V_odd	двигаться	move	x
o	N	o.	N_odd	О		x
o	V	o.	V_odd	быть	be	x
ō	N	ō.	N_odd	Ж		x
oj	V	oj.	V_odd	заснуть	fall.asleep	
oj	V	oj.	V_odd	пить	drink	x
oj	V	oj.	V_odd	убежать	run.away	
oj	V	oj.	V_odd	уснуть	fall.asleep	x
ōj	V	ōj.	V_odd	заснуть	fall.asleep	x
ojka	N	ojka.	N_even	муж	husband	x
ojka	N	ojka.	N_even	мужчина	man	x
ōjka	N	ōjka.	N_even	мужчина	man	
ol	V	ol.	V_odd	быть	be	x
ol	V	ol.	V_odd	жить	live	x
ol	N	ol.	N_odd	земля	earth	x
ōl	V	ōl.	V_odd	быть	be	
ōl	V	ōl.	V_odd	жить	live	x
ole	V	ole.	V_even	быть	be	x
ole	V	ole.	V_even	жить	live	x
oln	N	oln.	N_odd	деньги	money	
oln	N	oln.	N_odd	серебро	silver	x
oln	V	oln.	V_odd	серебро	silver	x
ōlt	V	ōlt.	V_odd	соединить	connect	
oma	N	oma.	N_even	мать	mother	
ont	V	ont.	V_odd	прибыть	arrive	c
ontolow	NUM	ontolow.	NUM_odd	девять	nine	
onɕ	V	onɕ.	V_odd	иметь	have	x
ōn'ɣa	N	ōn'ɣa.	N_even	невестка	daughter.in.law	
on'ɣa	N	on'ɣa.	N_even	невестка	daughter.in.law	x
ōn's	V	ōn's.	V_odd	иметь	have	x
on'ɕ	V	on'ɕ.	V_odd	иметь	have	x
on'ɕ	V	on'ɕ.	V_odd	родить	give.birth	x
ōn'ɕ	V	ōn'ɕ.|ōɕ.	V_odd	иметь	have	
oras	N	oras.	N_even	бревно	log	
os	N	os.	N_odd	3SG		x
os	N	os.	N_odd	ADD		x
os	N	os.	N_odd	Возможность	possibility	x
os	N	os.	N_odd	поверхность	surface	
os	N	os.	N_odd	толстый	thick	x
os	N	os.	N_odd	тот	that	x
os	ADJ	os.	ADJ_odd	толстый	thick	x
ōs	X	ōs.	X_odd	ADD	ADD	
ōs	N	ōs.	N_odd	время	time	x
osma	N	osma.	N_even	подушка	pillow	
ossuwl	V	ossuwl.	V_even	оставлять	leave	
osəŋ	ADJ	osəŋ.	ADJ_even	толстый	thick	
ōsəŋ	ADJ	ōsəŋ.|ōsŋ.	ADJ_even	толстый	thick	x
ot	ADJ	ot.	ADJ_odd	ласковый	affectionate	x
oter	N	oter.	N_even	богатырь	hero	x
otnāko	X	otnāko.	X_odd	однако	however	
otr	N	otr.	N_odd	богатырь	hero	x
ōtər	N	ōtər.|ōtr.	N_even	богатырь	hero	
oule	N	oule.	N_odd	конец	end	x
ow	N	ow.	N_odd	течение	current	
ow	V	ow.	V_odd	течь	flow	
owl	N	owl.	N_odd	вина	guilt	x
owl	N	owl.	N_odd	конец	end	x
owmaŋ	ADJ	owmaŋ.	ADJ_even	текущий	flowing	
owəl	N	owəl.|owl.	N_even	вина	guilt	c
owəl	N	owəl.|owl.	N_even	конец	end	x
ōwəl	N	ōwəl.|ōwl.	N_even	конец	end	
oxsar	N	oxsar.	N_even	лиса	fox	
oxsar	N	oxsar.	N_even	лисица	fox	x
oxsar	V	oxsar.	V_even	лиса	fox	x
ōxsar	N	ōxsar.	N_even	лиса	fox	x
ōŋx	N	ōŋx.	N_odd	смола	resin	
oɕ	V	oɕ.	V_odd	иметь	have	x
oɕ	N	oɕ.	N_odd	плетень	fence	x
ōɕa	N	ōɕa.	N_even	3SG		x
oɕmar	N	oɕmar.	N_even	хитрость	cunning	
oɕmar	V	oɕmar.	V_even	хитрость	cunning	x
oɕɕa	ADJ	oɕɕa.	ADJ_even	тонкий	thin	
p	N	p.	N_even	П		x
paj	N	paj.	N_odd	гора	mountain	x
pājalt	V	pājalt.	V_even	закипеть	boil	
pajp	N	pajp.	N_odd	кузов	basket	
pajp	N	pajp.	N_odd	пайва		x
pājt	V	pājt.	V_odd	варить	cook	
pākw	N	pākw.	N_odd	шишка	cone	
pāl	N	pāl.	N_odd	половина	half	
pāl	N	pāl.	N_odd	сторона	side	
pal'	N	pal'.	N_odd	ухо	ear	
pāl	N	pāl.	N_odd	сторона	side	x
pali	N	pali.	N_even	длина	length	x
palit	N	palit.	N_even	длина	length	
palt	N	palt.	N_odd	в	in	x
palt	N	palt.	N_odd	к	to	
palt	N	palt.	N_odd	часть	part	x
palt	V	palt.	V_odd	разжечь	kindle	x
pālt	V	pālt.	V_odd	затопить	kindle	
pal'	N	pal'.	N_odd	ухо	ear	x
pal'tilt	V	pal'tilt.	V_even	услышать	hear	x
pant	V	pant.	V_odd	накрыть	cover	
pānt	N	pānt.	N_odd	двоюродный.брат	male.cousin	
pān'a	N	pān'a.	N_even	баня	sauna	
pan'ɕi	ADJ	pan'ɕi.	ADJ_even	простой	simple	c
pārɣ	V	parɣ.	V_odd	фыркнуть	snort	
parəs	N	parəs.//pars.	N_odd	доход	income	
pārsa	N	pārsa.	N_even	баржа	barge	
pārt	N	pārt.	N_odd	доска	board	
pas	V	pas.	V_odd	пахнуть	smell	
pas	N	pas.	N_odd	предел	limit	c
pasan	N	pasan.	N_even	стол	table	
pasap	V	pasap.	V_even	износиться	wear.out	
pasat	V	pasat.	V_even	проткнуть	pierce	
pāsiɣ	N	pāsiɣ.	N_even	оленёнок	fawn	
pastər	N	pastər.	N_even	Пастыр	Pastyr	
pāsɣ	V	pāsəɣ.	V_even	сверлить	drill	
pasən	N	pasən.|pasn.	N_even	стол	table	x
pat	V	pat.	V_odd	начать	start	x
pat	V	pat.	V_odd	падать	fall	
pat	V	pat.	V_odd	стать	become	x
pat	V	pat.	V_odd	упасть	fall	x
pat	N	pat.	N_odd	падать	fall	x
pat	N	pat.	N_odd	только	only	x
pat	N	pat.	N_odd	утка	duck	x
pātamt	V	pātamt.	V_even	выстрелить	shoot	
pātər	V	pātər.|pātr.	V_odd	исчезать	disappear	
patr	V	patr.	V_odd	скрыться	hide	x
pats	N	pats.	N_odd	начать	start	x
patt	V	patt.	V_odd	уронить	drop	x
patta	N	patta.	N_even	дно	bottom	
patta	N	patta.	N_even	конец	end	x
patta	N	patta.	N_even	полозья	slides	x
patər	V	patər.|patr.	V_even	исчезать	disappear	x
paul	N	paul.	N_even	деревня	village	x
pāul	N	pāul.	N_even	посёлок	village	x
pawar	V	pawar.	V_even	свергнуться	topple	x
pawl	N	pawl.	N_odd	посёлок	village	x
pāwəl	N	pāwəl.|pāwl.	N_even	поселок	village	
paxt	V	paxt.	V_odd	бросить	throw	x
pāxwt	V	pāxwt.	V_odd	стрелять	shoot	
pāŋk	N	pāŋk.	N_odd	грязь	mud	
paŋk	V	paŋk.	V_odd	грязь	mud	x
pāŋx	N	pāŋx.	N_odd	мухомор	fly.agaric	
paɕa	N	paɕa.	N_even	здравствуй	hello	
paɕalaxt	V	paɕalaxt.	V_odd	здороваться	greet	
peɣr	V	peɣr.	V_odd	обознаться	be.mistaken	x
pel	V	pel.	V_odd	прокол	puncture	x
pel	V	pel.	V_odd	проткнуть	pierce	x
pēl	V	pēl.	V_odd	воткнуть	pierce	
pēlaml	V	pelaml.	V_even	загореться	burn	
pēlamt	V	pelamt.	V_even	зажечь	light	
pelp	N	pelp.	N_odd	острый	sharp	x
pēlp	ADJ	pēlp.	ADJ_odd	быстрый	fast	
pen	V	pen.	V_odd	вложить	put.in	x
pēnɣ	V	pēnɣ.	V_odd	гадать	tell.fortunes	
pēnt	V	pent.	V_odd	менять	change	
per	N	per.	N_odd	брус	beam	c
pēr	V	per.	V_odd	перевязать	bandage	
peraman'	N	peraman'.	N_odd	перемена	change	
pēriɣt	V	pēriɣt.	V_even	говорить	speak	x
pērij	V	pērij.|pērj.	V_even	выбрать	choose	
perj	V	perj.	V_odd	выбрать	choose	x
pērmt	V	pērmt.	V_odd	обернуть	wrap	x
pes	N	pes.	N_odd	прежде	before	x
pēs	ADJ	pēs.	ADJ_odd	старый	old	
pēɕ	N	pēɕ.	N_odd	бедро	thigh	
pēst	V	pēst.	V_odd	развязать	untie	
pet	V	pet.	V_odd	опускать	lower	x
peɕ	N	peɕ.	N_odd	бедро	thigh	x
pérmt	V	pérmt.	V_odd	повернуть	turn	x
piɣ	N	piɣ.	N_odd	мальчик	boy	x
pīɣ	N	pīɣ.	N_odd	сын	son	
piɣriɕ	N	piɣriɕ.	N_even	мальчик	boy	x
pil	V	pil.	V_odd	бояться	fear	
pil	N	pil.	N_odd	ягода	berry	
pin	V	pin.	V_odd	класть	lay	x
pin	V	pin.	V_odd	положить	put	
pin	V	pin.	V_odd	ставить	put	x
pirwa	N	pirwa.	N_even	утка	duck	x
pirwa	N	pirwa.	N_even	чирок	teal	
pis	N	pis.	N_odd	слой	layer	
pisal'	N	pisal'.	N_even	ружьё	gun	
pit'i	N	pit'i.	N_even	гнездо	nest	
pōx	N	pōx.	N_odd	бок	side	
